station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
CHU;06.04.2000 03:00;6.3;6.1;6.4;4.5;4.4;81.2;7.7;;;;;;;6.6;7;3.1;11.2;23.8;;;;;0.1;;-1;;;;;0;
CHU;06.04.2000 04:00;5.9;5.8;6;4.3;4.1;82;7.6;;;;;;;8;14;3.3;11.9;28.8;;;;;0;;0;;;;;0;
CHU;06.04.2000 05:00;5.4;5.2;5.6;3.9;3.8;81.7;7.3;;;;;;;10.1;14;3.7;13.3;36.4;;;;;0.1;;5;;;;;0;
CHU;06.04.2000 06:00;5.1;4.9;5.2;4;3.8;82.7;7.3;;;;;;;9.2;14;3.6;13;33.1;;;;;0.4;;50;;;;;0;
CHU;06.04.2000 07:00;5.4;5.1;5.6;4.8;4.6;82;7.3;;;;;;;8.3;18;3.8;13.7;29.9;;;;;0.1;;171;;;;;0;
CHU;06.04.2000 08:00;5.8;5.5;6.3;6.3;5.8;78.5;7.3;;;;;;;9.3;15;4.2;15.1;33.5;;;;;0;;312;;;;;0;
CHU;06.04.2000 09:00;6.2;6;6.5;8.2;7.5;75.6;7.2;;;;;;;10.9;23;5;18;39.2;;;;;0;;383;;;;;0;
CHU;06.04.2000 10:00;5.7;5.4;6.1;7.7;7;75.2;6.9;;;;;;;10.6;29;5.4;19.4;38.2;;;;;0;;323;;;;;0;
CHU;06.04.2000 11:00;5.9;5.7;6.1;8.3;7.9;72.7;6.7;;;;;;;10.6;27;5.3;19.1;38.2;;;;;0;;391;;;;;0;
CHU;06.04.2000 12:00;5.9;5.7;6;8.2;7.7;71.6;6.6;;;;;;;10.4;21;5.4;19.4;37.4;;;;;0;;357;;;;;0;
CHU;06.04.2000 13:00;5.8;5.4;6.1;8.4;7.3;70.5;6.5;;;;;;;10;25;5.2;18.7;36;;;;;0;;392;;;;;0;
CHU;06.04.2000 14:00;5.3;5.2;5.4;7;6.6;70.5;6.3;;;;;;;11.9;39;6.7;24.1;42.8;;;;;0;;291;;;;;0;
CHU;06.04.2000 15:00;5;4.5;5.3;6.1;5;68.3;6;;;;;;;11.7;40;6.7;24.1;42.1;;;;;0;;224;;;;;0;
CHU;06.04.2000 16:00;4.4;4.1;4.5;4.3;3.8;68.2;5.7;;;;;;;12.4;41;6.2;22.3;44.6;;;;;0;;66;;;;;0;
CHU;06.04.2000 17:00;4.1;3.9;4.3;3.6;3.3;67.9;5.6;;;;;;;11.7;30;6.7;24.1;42.1;;;;;0;;12;;;;;0;
CHU;06.04.2000 18:00;3.8;3.7;3.9;3.2;3;66.9;5.4;;;;;;;12.7;37;7;25.2;45.7;;;;;0;;3;;;;;0;
CHU;06.04.2000 19:00;3.4;2.9;3.7;2.4;2.1;65.9;5.1;;;;;;;12.7;38;6;21.6;45.7;;;;;0;;0;;;;;0;
CHU;06.04.2000 20:00;3.3;3.2;3.5;2.4;2.1;62.4;4.9;;;;;;;9;37;4.8;17.3;32.4;;;;;0;;0;;;;;0;
CHU;06.04.2000 21:00;3.4;3.3;3.6;2.6;2.4;62.1;4.8;;;;;;;8.1;35;3.9;14;29.2;;;;;0;;1;;;;;0;
CHU;06.04.2000 22:00;3.4;3.2;3.6;2.4;2.3;63;4.9;;;;;;;5.1;11;2.2;7.9;18.4;;;;;0;;2;;;;;0;
CHU;06.04.2000 23:00;3.2;3;3.6;1.7;1.2;63.1;4.8;;;;;;;3.9;56;0.9;3.2;14;;;;;0;;0;;;;;0;
CHU;07.04.2000 00:00;2.7;2.5;3;1.2;1;64.9;4.8;;;;;;;3.1;70;1.3;4.7;11.2;;;;;0;;0;;;;;0;
CHU;07.04.2000 01:00;2.2;1.9;2.4;0.7;-0.3;66.5;4.8;;;;;;;3.3;58;1.6;5.8;11.9;;;;;0;;1;;;;;0;
CHU;07.04.2000 02:00;1.3;0.6;1.8;-1.8;-2.5;71.8;4.8;;;;;;;2.8;32;1.3;4.7;10.1;;;;;0;;0;;;;;0;
CHU;07.04.2000 03:00;0;-0.2;0.4;-3.4;-4;78.3;4.8;;;;;;;1.4;45;0.3;1.1;5;;;;;0;;0;;;;;0;
CHU;07.04.2000 04:00;-0.6;-1.2;-0.4;-3.9;-4.4;81.7;4.8;;;;;;;1.1;360;0.3;1.1;4;;;;;0;;-1;;;;;0;
CHU;07.04.2000 05:00;-0.3;-0.6;-0.1;-3.5;-4.1;81.8;4.9;;;;;;;1.9;225;0.3;1.1;6.8;;;;;0;;17;;;;;0;
CHU;07.04.2000 06:00;0.3;-0.1;0.5;-2.5;-2.8;80.4;5;;;;;;;1.4;214;0.5;1.8;5;;;;;0;;45;;;;;0;
CHU;07.04.2000 07:00;2.4;0.8;3.8;2.6;-1;69.9;5.1;;;;;;;3;126;1.4;5;10.8;;;;;0;;266;;;;;42;
CHU;07.04.2000 08:00;5.3;4;6.6;10.8;7.7;56.7;5.1;;;;;;;5.5;194;1.9;6.8;19.8;;;;;0;;537;;;;;60;
CHU;07.04.2000 09:00;7.8;7.4;8.3;13.7;12.8;46;4.9;;;;;;;6.8;193;2.6;9.4;24.5;;;;;0;;692;;;;;60;
CHU;07.04.2000 10:00;8.5;7.9;9.1;15.1;14.4;40.1;4.5;;;;;;;4.6;127;1.3;4.7;16.6;;;;;0;;776;;;;;60;
CHU;07.04.2000 11:00;10.1;9.6;10.7;15.5;14.6;40.1;5;;;;;;;6.1;18;2;7.2;22;;;;;0;;816;;;;;60;
CHU;07.04.2000 12:00;11.1;10.4;11.6;16.4;15.8;42.5;5.6;;;;;;;7.8;30;4.4;15.8;28.1;;;;;0;;802;;;;;60;
CHU;07.04.2000 13:00;11.7;11.4;11.9;15.6;14.7;40.8;5.6;;;;;;;10.1;32;5.7;20.5;36.4;;;;;0;;733;;;;;60;
CHU;07.04.2000 14:00;11.7;11.5;11.9;15;13.6;38;5.2;;;;;;;10.4;33;6;21.6;37.4;;;;;0;;598;;;;;60;
CHU;07.04.2000 15:00;11.7;11.5;11.8;13.6;11.5;37.3;5.1;;;;;;;10.2;33;6.2;22.3;36.7;;;;;0;;432;;;;;60;
CHU;07.04.2000 16:00;10.6;9.5;11.4;11;7.9;40;5.1;;;;;;;10.6;32;6;21.6;38.2;;;;;0;;208;;;;;44;
CHU;07.04.2000 17:00;9;8.8;9.4;7;6.6;46.1;5.3;;;;;;;9.8;35;5;18;35.3;;;;;0;;32;;;;;0;
CHU;07.04.2000 18:00;8;7.6;8.5;5.5;5;48.6;5.2;;;;;;;7.7;34;3.4;12.2;27.7;;;;;0;;2;;;;;0;
CHU;07.04.2000 19:00;7.1;6.7;7.6;4.2;3.5;53;5.4;;;;;;;4.7;45;2.4;8.6;16.9;;;;;0;;-2;;;;;0;
CHU;07.04.2000 20:00;5.8;5;6.7;1.8;0.8;59.3;5.4;;;;;;;3.6;36;1;3.6;13;;;;;0;;0;;;;;0;
CHU;07.04.2000 21:00;4.1;3.7;4.7;0.2;-0.2;69.2;5.7;;;;;;;1.3;360;0.2;0.7;4.7;;;;;0;;0;;;;;0;
CHU;07.04.2000 22:00;2.8;2;3.4;-1.1;-1.6;74.6;5.6;;;;;;;1.5;0;0.2;0.7;5.4;;;;;0;;-2;;;;;0;
CHU;07.04.2000 23:00;2.8;2.2;3.3;-1;-1.6;73.3;5.5;;;;;;;2.9;216;0.9;3.2;10.4;;;;;0;;-2;;;;;0;
CHU;08.04.2000 00:00;2.1;1.6;2.5;-1.9;-2.4;75.5;5.4;;;;;;;2.1;198;0.7;2.5;7.6;;;;;0;;0;;;;;0;
CHU;08.04.2000 01:00;1.5;0.9;1.9;-1.7;-2;76.9;5.2;;;;;;;3.2;209;1.3;4.7;11.5;;;;;0;;0;;;;;0;
CHU;08.04.2000 02:00;1.7;1.4;1.8;-1.4;-1.7;75.4;5.2;;;;;;;3.5;196;2.2;7.9;12.6;;;;;0;;-2;;;;;0;
CHU;08.04.2000 03:00;1.5;1.1;1.7;-1.5;-1.7;75;5.1;;;;;;;4.6;201;2;7.2;16.6;;;;;0;;0;;;;;0;
CHU;08.04.2000 04:00;1.1;0.7;1.4;-2;-2.3;75.1;5;;;;;;;3.9;220;1.6;5.8;14;;;;;0;;0;;;;;0;
CHU;08.04.2000 05:00;1.1;0.7;1.4;-1.6;-2.4;73.8;4.9;;;;;;;4.5;211;2.2;7.9;16.2;;;;;0;;12;;;;;0;
CHU;08.04.2000 06:00;1.8;1.4;2.3;-0.6;-1;70.2;4.9;;;;;;;5.2;198;2.4;8.6;18.7;;;;;0;;38;;;;;0;
CHU;08.04.2000 07:00;5.2;3.4;6.4;5.7;2.3;54.6;4.8;;;;;;;6.8;195;2.8;10.1;24.5;;;;;0;;272;;;;;44;
CHU;08.04.2000 08:00;7.7;6.7;8.7;12.1;10.1;44.3;4.7;;;;;;;6.3;191;3.1;11.2;22.7;;;;;0;;552;;;;;60;
CHU;08.04.2000 09:00;10.1;9.1;11.1;15.6;14.4;37.9;4.7;;;;;;;5.7;193;2.6;9.4;20.5;;;;;0;;696;;;;;60;
CHU;08.04.2000 10:00;12.3;11.7;13.1;18.1;17.3;29.6;4.2;;;;;;;6.4;184;1.4;5;23;;;;;0;;794;;;;;60;
CHU;08.04.2000 11:00;13.9;13.1;14.7;19.6;18.7;23.4;3.7;;;;;;;3.4;180;0.8;2.9;12.2;;;;;0;;843;;;;;60;
CHU;08.04.2000 12:00;15.5;14.8;15.9;20.6;19.6;22.5;4;;;;;;;5.6;24;2;7.2;20.2;;;;;0;;823;;;;;60;
CHU;08.04.2000 13:00;16.1;15.8;16.4;20.2;18.8;22.9;4.2;;;;;;;7.2;27;3.6;13;25.9;;;;;0;;746;;;;;60;
CHU;08.04.2000 14:00;16.3;15.9;16.6;19.5;17.2;23.9;4.4;;;;;;;7.3;31;4.6;16.6;26.3;;;;;0;;612;;;;;60;
CHU;08.04.2000 15:00;15.9;15.7;16.3;17.7;15.4;25.5;4.6;;;;;;;7.8;34;4.5;16.2;28.1;;;;;0;;443;;;;;60;
CHU;08.04.2000 16:00;14.4;12.5;15.4;15;9.9;27.5;4.5;;;;;;;7.9;19;3.4;12.2;28.4;;;;;0;;225;;;;;44;
CHU;08.04.2000 17:00;11.8;11.3;12.3;8.8;7.6;36.3;5;;;;;;;5.9;50;3.2;11.5;21.2;;;;;0;;22;;;;;0;
CHU;08.04.2000 18:00;9.3;8;10.9;5;3.7;47.6;5.5;;;;;;;3.5;360;0.8;2.9;12.6;;;;;0;;3;;;;;0;
CHU;08.04.2000 19:00;7.5;7.2;7.9;3.2;2.8;56;5.8;;;;;;;1.1;360;0.2;0.7;4;;;;;0;;-1;;;;;0;
CHU;08.04.2000 20:00;5.9;5.2;6.4;1.8;1.4;60.6;5.6;;;;;;;3;225;0.6;2.2;10.8;;;;;0;;-1;;;;;0;
CHU;08.04.2000 21:00;5.8;5.3;6.3;2.9;2.1;58.9;5.4;;;;;;;5.3;216;2.3;8.3;19.1;;;;;0;;0;;;;;0;
CHU;08.04.2000 22:00;5.8;5.5;6.3;3.7;3.4;56.4;5.2;;;;;;;6.7;213;3.5;12.6;24.1;;;;;0;;-1;;;;;0;
CHU;08.04.2000 23:00;6.1;5.8;6.4;3.9;3.6;51.1;4.8;;;;;;;5.8;214;3;10.8;20.9;;;;;0;;0;;;;;0;
CHU;09.04.2000 00:00;5.7;5.5;5.9;3.3;3;50.5;4.6;;;;;;;8.8;210;3.3;11.9;31.7;;;;;0;;0;;;;;0;
CHU;09.04.2000 01:00;5.5;5;5.8;3.3;2.9;49.6;4.5;;;;;;;7.7;213;3.2;11.5;27.7;;;;;0;;1;;;;;0;
CHU;09.04.2000 02:00;5.5;5;6;3.7;3;49.3;4.5;;;;;;;9.1;210;3.9;14;32.8;;;;;0;;0;;;;;0;
CHU;09.04.2000 03:00;5.6;5.2;6.1;3.6;3.1;48;4.3;;;;;;;9.1;208;3.4;12.2;32.8;;;;;0;;0;;;;;0;
CHU;09.04.2000 04:00;5.4;5.1;5.6;3.6;3.3;49.5;4.4;;;;;;;9.4;208;4.1;14.8;33.8;;;;;0;;0;;;;;0;
CHU;09.04.2000 05:00;4.7;4.5;5.1;2.8;2.5;54.6;4.6;;;;;;;5.2;227;2.2;7.9;18.7;;;;;0;;30;;;;;0;
CHU;09.04.2000 06:00;5.3;4.7;6.1;4.8;3.4;55.3;4.9;;;;;;;6.8;200;2.3;8.3;24.5;;;;;0;;113;;;;;0;
CHU;09.04.2000 07:00;8;6.9;9.1;8.4;6.9;46.6;5;;;;;;;7.8;196;3.3;11.9;28.1;;;;;0;;213;;;;;0;
CHU;09.04.2000 08:00;10.2;9.2;11;11.3;9.9;43.5;5.4;;;;;;;8.4;212;3.6;13;30.2;;;;;0;;316;;;;;0;
CHU;09.04.2000 09:00;12.8;11.8;13.4;14.8;13;34.9;5.2;;;;;;;10.6;237;5;18;38.2;;;;;0;;443;;;;;19;
CHU;09.04.2000 10:00;13.5;13.2;13.8;15.3;14.8;34.3;5.3;;;;;;;10.8;237;5.2;18.7;38.9;;;;;0;;419;;;;;0;
CHU;09.04.2000 11:00;13.8;13.6;14.1;15.1;14.6;31.3;5;;;;;;;10.5;218;4.9;17.6;37.8;;;;;0;;358;;;;;0;
CHU;09.04.2000 12:00;14.6;14.4;14.7;16.3;16;29.3;4.9;;;;;;;10.7;212;5;18;38.5;;;;;0;;449;;;;;0;
CHU;09.04.2000 13:00;14.7;14.4;15;16.3;15.7;27.9;4.7;;;;;;;12.2;222;5.2;18.7;43.9;;;;;0;;427;;;;;0;
CHU;09.04.2000 14:00;14.4;14.2;14.7;15.8;15.3;29.7;4.9;;;;;;;13.6;205;6;21.6;49;;;;;0;;406;;;;;19;
CHU;09.04.2000 15:00;13.8;13.4;14.2;14.2;13.6;31.1;4.9;;;;;;;11.3;203;5.4;19.4;40.7;;;;;0;;255;;;;;3;
CHU;09.04.2000 16:00;12.8;12.5;13.4;12.4;11.7;33.3;5;;;;;;;12.6;198;6.2;22.3;45.4;;;;;0;;126;;;;;1;
CHU;09.04.2000 17:00;12.2;12;12.3;11.1;10.9;33.7;4.8;;;;;;;10.5;215;4.4;15.8;37.8;;;;;0;;32;;;;;0;
CHU;09.04.2000 18:00;11.7;11.3;12;10.4;10.1;35;4.8;;;;;;;10.2;215;4;14.4;36.7;;;;;0;;3;;;;;0;
CHU;09.04.2000 19:00;11.1;10.7;11.4;9.7;9.2;37.1;4.9;;;;;;;10.8;218;3.6;13;38.9;;;;;0;;-2;;;;;0;
CHU;09.04.2000 20:00;10.4;10.2;10.6;9;8.8;40.5;5.1;;;;;;;10.9;230;4.1;14.8;39.2;;;;;0;;2;;;;;0;
CHU;09.04.2000 21:00;10;9.5;10.3;8.2;7.7;42.2;5.2;;;;;;;9.7;227;4;14.4;34.9;;;;;0;;0;;;;;0;
CHU;09.04.2000 22:00;8.9;8.7;9.4;7.4;7.1;48;5.5;;;;;;;7.4;193;3.5;12.6;26.6;;;;;0;;-1;;;;;0;
CHU;09.04.2000 23:00;8.9;8.4;9.3;7.6;7.2;46.7;5.3;;;;;;;9.6;201;4.1;14.8;34.6;;;;;0;;0;;;;;0;
CHU;10.04.2000 00:00;8.4;8.1;8.6;6.8;6.5;48.7;5.4;;;;;;;10.1;196;4.5;16.2;36.4;;;;;0;;0;;;;;0;
CHU;10.04.2000 01:00;8.2;8;8.5;6.7;6.3;50.6;5.5;;;;;;;9.3;191;4.9;17.6;33.5;;;;;0;;0;;;;;0;
CHU;10.04.2000 02:00;7.7;7.5;7.9;5.9;5.6;52.8;5.6;;;;;;;9.5;175;5;18;34.2;;;;;0;;0;;;;;0;
CHU;10.04.2000 03:00;7.3;7;7.8;5.3;4.9;52;5.3;;;;;;;8.4;172;5.3;19.1;30.2;;;;;0;;2;;;;;0;
CHU;10.04.2000 04:00;7.1;6.8;7.4;5.1;4.9;52.1;5.3;;;;;;;8.4;179;4.2;15.1;30.2;;;;;0;;0;;;;;0;
CHU;10.04.2000 05:00;6.5;6.2;6.8;4.7;4.4;54.9;5.3;;;;;;;7.8;188;3.6;13;28.1;;;;;0;;24;;;;;0;
CHU;10.04.2000 06:00;7.1;6.5;7.6;5.6;5;55.9;5.6;;;;;;;7.2;205;3.3;11.9;25.9;;;;;0;;71;;;;;0;
CHU;10.04.2000 07:00;8.5;7.8;8.9;7.8;6.9;51.8;5.8;;;;;;;7.1;199;3.4;12.2;25.6;;;;;0;;147;;;;;11;
CHU;10.04.2000 08:00;11.3;9;13.2;14.5;8.6;44.2;5.9;;;;;;;8.1;214;3;10.8;29.2;;;;;0;;457;;;;;46;
CHU;10.04.2000 09:00;13.4;13;13.8;16.2;14.3;34.6;5.3;;;;;;;8.7;236;4.5;16.2;31.3;;;;;0;;556;;;;;46;
CHU;10.04.2000 10:00;13.7;13.4;14;15.8;15;32.4;5.1;;;;;;;8.2;239;4.4;15.8;29.5;;;;;0;;453;;;;;18;
CHU;10.04.2000 11:00;13.7;13.5;14;14.9;14.7;32.5;5.1;;;;;;;7.5;233;3.7;13.3;27;;;;;0;;289;;;;;0;
CHU;10.04.2000 12:00;14.3;14;15.1;15.7;15;33.1;5.4;;;;;;;8;229;3.4;12.2;28.8;;;;;0;;350;;;;;9;
CHU;10.04.2000 13:00;14.7;14.4;15;16.3;15.3;31.7;5.3;;;;;;;8.1;217;3.1;11.2;29.2;;;;;0;;387;;;;;15;
CHU;10.04.2000 14:00;14.5;14.2;14.7;15.7;14.7;31.7;5.2;;;;;;;8.9;201;4.4;15.8;32;;;;;0;;347;;;;;26;
CHU;10.04.2000 15:00;14.6;14.4;14.9;15.9;14.8;31.7;5.3;;;;;;;8.3;223;3.5;12.6;29.9;;;;;0;;342;;;;;60;
CHU;10.04.2000 16:00;13.9;13.3;14.4;13.7;12.5;34;5.4;;;;;;;7.3;214;3.2;11.5;26.3;;;;;0;;178;;;;;17;
CHU;10.04.2000 17:00;12.8;12.2;13.3;11.5;10.5;36.2;5.4;;;;;;;6.9;212;2.7;9.7;24.8;;;;;0;;68;;;;;0;
CHU;10.04.2000 18:00;11.9;11.4;12.3;9.9;9.5;39.8;5.5;;;;;;;5.4;221;1.9;6.8;19.4;;;;;0;;4;;;;;0;
CHU;10.04.2000 19:00;11.6;11;12;9.6;9.1;40.5;5.5;;;;;;;6.8;198;2.6;9.4;24.5;;;;;0;;0;;;;;0;
CHU;10.04.2000 20:00;10.7;10.3;11.2;8.2;7.6;43.8;5.6;;;;;;;5.9;171;3.2;11.5;21.2;;;;;0;;0;;;;;0;
CHU;10.04.2000 21:00;9.3;9.1;9.8;6.8;6.6;49.2;5.8;;;;;;;7;173;4.1;14.8;25.2;;;;;0;;-1;;;;;0;
CHU;10.04.2000 22:00;8.6;8.4;8.8;6.3;6.1;49.8;5.6;;;;;;;9;175;4.8;17.3;32.4;;;;;0;;0;;;;;0;
CHU;10.04.2000 23:00;8.4;8.2;8.7;6.4;6.1;49.1;5.4;;;;;;;8.1;183;4.3;15.5;29.2;;;;;0;;0;;;;;0;
CHU;11.04.2000 00:00;8.5;8.3;8.8;7;6.7;48.5;5.4;;;;;;;7.9;191;3.6;13;28.4;;;;;0;;0;;;;;0;
CHU;11.04.2000 01:00;8;7.2;8.6;6.5;5.5;52.1;5.6;;;;;;;6.8;209;2.7;9.7;24.5;;;;;0;;1;;;;;0;
CHU;11.04.2000 02:00;6.8;6.1;7.2;4.9;3.9;57.4;5.7;;;;;;;5.8;227;2.4;8.6;20.9;;;;;0;;2;;;;;0;
CHU;11.04.2000 03:00;6.1;5.9;6.2;4.5;4.1;62;5.8;;;;;;;5.3;235;2.8;10.1;19.1;;;;;0;;-1;;;;;0;
CHU;11.04.2000 04:00;7.2;6.5;7.6;6.1;5;56.1;5.7;;;;;;;8.3;211;3;10.8;29.9;;;;;0;;1;;;;;0;
CHU;11.04.2000 05:00;6.6;6.2;6.9;4.8;4.5;60.3;5.8;;;;;;;5.8;208;3;10.8;20.9;;;;;0;;29;;;;;0;
CHU;11.04.2000 06:00;6.9;6.1;7.9;5.9;4.6;60.1;6;;;;;;;6.7;219;2.6;9.4;24.1;;;;;0;;86;;;;;0;
CHU;11.04.2000 07:00;9.4;8.5;10.6;10.6;8.9;50.1;5.9;;;;;;;7;200;2.7;9.7;25.2;;;;;0;;232;;;;;15;
CHU;11.04.2000 08:00;12.3;11.1;13.2;16;14.6;41.3;5.9;;;;;;;9.5;198;4.1;14.8;34.2;;;;;0;;501;;;;;48;
CHU;11.04.2000 09:00;13.5;13.1;13.9;16.3;15;37;5.7;;;;;;;8.6;229;4;14.4;31;;;;;0;;524;;;;;47;
CHU;11.04.2000 10:00;14.6;13.8;15.2;18.5;17.7;33.6;5.6;;;;;;;9;234;4.3;15.5;32.4;;;;;0;;674;;;;;54;
CHU;11.04.2000 11:00;15.4;15;15.9;19.2;17.4;32.5;5.7;;;;;;;11.1;239;5;18;40;;;;;0;;725;;;;;58;
CHU;11.04.2000 12:00;16;15.5;16.4;19.8;17.8;31.9;5.8;;;;;;;10.6;239;4.9;17.6;38.2;;;;;0;;722;;;;;54;
CHU;11.04.2000 13:00;16.4;16;16.8;20.2;17.8;31.2;5.8;;;;;;;9.9;242;4.8;17.3;35.6;;;;;0;;732;;;;;56;
CHU;11.04.2000 14:00;15.9;15.5;16.2;18.1;17.4;31.2;5.6;;;;;;;8.5;238;3.7;13.3;30.6;;;;;0;;431;;;;;28;
CHU;11.04.2000 15:00;15.6;13.7;16.5;17.8;14.1;34.7;6.1;;;;;;;6.8;223;2.2;7.9;24.5;;;;;0;;392;;;;;51;
CHU;11.04.2000 16:00;12.4;11.6;13.5;12;10.6;57.8;8.3;;;;;;;9.4;33;4.1;14.8;33.8;;;;;0;;107;;;;;0;
CHU;11.04.2000 17:00;11.3;10.9;11.6;10.2;9.6;61.1;8.2;;;;;;;7.8;32;4.1;14.8;28.1;;;;;0;;37;;;;;0;
CHU;11.04.2000 18:00;10.7;10.3;11;8.4;7.2;62.7;8.1;;;;;;;3.7;41;1;3.6;13.3;;;;;0;;2;;;;;0;
CHU;11.04.2000 19:00;9.7;9.3;10.1;7.1;6.4;67.7;8.2;;;;;;;1.7;360;0.5;1.8;6.1;;;;;0;;-1;;;;;0;
CHU;11.04.2000 20:00;9.2;8.3;10.5;6.3;5.1;65.8;7.7;;;;;;;7.5;153;1.4;5;27;;;;;0;;-2;;;;;0;
CHU;11.04.2000 21:00;10.3;10;10.8;8.3;8;50.6;6.3;;;;;;;9.2;183;4.6;16.6;33.1;;;;;0;;-3;;;;;0;
CHU;11.04.2000 22:00;10.4;10.2;10.6;8.8;8.7;47.4;6;;;;;;;9.6;201;4.4;15.8;34.6;;;;;0;;0;;;;;0;
CHU;11.04.2000 23:00;9.9;9.7;10.2;8.4;8.1;50;6.1;;;;;;;7.7;198;3.5;12.6;27.7;;;;;0;;-1;;;;;0;
CHU;12.04.2000 00:00;10;9.7;10.3;8.4;7.9;49.6;6.1;;;;;;;9.2;184;4;14.4;33.1;;;;;0;;-1;;;;;0;
CHU;12.04.2000 01:00;10.3;10;10.5;9;8.7;49.1;6.1;;;;;;;10.1;179;4.6;16.6;36.4;;;;;0;;-1;;;;;0;
CHU;12.04.2000 02:00;10.2;9.9;10.4;8.9;8.8;50.1;6.2;;;;;;;9.6;180;4.9;17.6;34.6;;;;;0;;0;;;;;0;
CHU;12.04.2000 03:00;9.5;9.1;9.9;8.1;7.6;58.2;6.9;;;;;;;8.6;188;3.5;12.6;31;;;;;0;;0;;;;;0;
CHU;12.04.2000 04:00;8.8;8.3;9.3;7.1;6;66.5;7.5;;;;;;;5.4;24;2.1;7.6;19.4;;;;;0;;1;;;;;0;
CHU;12.04.2000 05:00;7.9;7.7;8;5.9;5.8;79.2;8.4;;;;;;;4;42;1.3;4.7;14.4;;;;;0.4;;4;;;;;0;
CHU;12.04.2000 06:00;7.9;7.7;8.1;6.7;6;86;9.1;;;;;;;3.8;20;1.5;5.4;13.7;;;;;0.7;;53;;;;;0;
CHU;12.04.2000 07:00;7.6;7;7.9;6.3;5.7;85.5;8.9;;;;;;;10.1;31;3.9;14;36.4;;;;;0.6;;55;;;;;0;
CHU;12.04.2000 08:00;5.5;4.9;6.5;4.5;4;82.2;7.4;;;;;;;15.1;40;7.4;26.6;54.4;;;;;1;;106;;;;;0;
CHU;12.04.2000 09:00;5;4.6;5.3;4.8;4.2;81.7;7.2;;;;;;;13.9;37;7.3;26.3;50;;;;;0.3;;225;;;;;0;
CHU;12.04.2000 10:00;4.4;3.9;5.4;3.7;2.9;84.1;7;;;;;;;13.7;40;7;25.2;49.3;;;;;1.6;;143;;;;;0;
CHU;12.04.2000 11:00;4;3.2;4.4;3.1;2.3;86.5;7;;;;;;;10;29;4.3;15.5;36;;;;;3.4;;69;;;;;0;
CHU;12.04.2000 12:00;3.7;3.2;4.2;3.1;2.3;86.9;7;;;;;;;7.5;29;2.7;9.7;27;;;;;2.2;;78;;;;;0;
CHU;12.04.2000 13:00;4.8;4.3;5.2;4.8;4;87;7.5;;;;;;;5.1;29;2.1;7.6;18.4;;;;;1;;142;;;;;0;
CHU;12.04.2000 14:00;4.9;4.7;5.1;4.5;4.1;84.7;7.4;;;;;;;4.1;30;1.8;6.5;14.8;;;;;0.2;;96;;;;;0;
CHU;12.04.2000 15:00;5.1;4.8;5.4;4.9;4.2;82.6;7.3;;;;;;;2.9;360;0.8;2.9;10.4;;;;;0.4;;110;;;;;0;
CHU;12.04.2000 16:00;5.8;5.5;6;5.8;5.1;79.3;7.3;;;;;;;4.8;214;1.7;6.1;17.3;;;;;0;;239;;;;;21;
CHU;12.04.2000 17:00;5.7;5.4;6;4.6;4.1;80.9;7.4;;;;;;;4.2;223;1.8;6.5;15.1;;;;;0;;69;;;;;0;
CHU;12.04.2000 18:00;5.1;4.9;5.3;3.7;3.4;81.6;7.2;;;;;;;5;202;2.2;7.9;18;;;;;0;;4;;;;;0;
CHU;12.04.2000 19:00;4.8;4.7;4.8;3.5;3.4;82.1;7;;;;;;;6;200;3;10.8;21.6;;;;;0;;0;;;;;0;
CHU;12.04.2000 20:00;4.8;4.4;5.1;2.6;1.8;82.4;7.1;;;;;;;5.2;215;1.8;6.5;18.7;;;;;0;;1;;;;;0;
CHU;12.04.2000 21:00;4.2;4;4.3;1.7;1.6;84.2;6.9;;;;;;;5.2;183;2.3;8.3;18.7;;;;;0;;-1;;;;;0;
CHU;12.04.2000 22:00;4;3.8;4.2;1.9;1.7;83.2;6.8;;;;;;;6.6;200;2.9;10.4;23.8;;;;;0;;0;;;;;0;
CHU;12.04.2000 23:00;4.2;4.1;4.3;2.1;2;82;6.7;;;;;;;5.3;200;2.4;8.6;19.1;;;;;0;;0;;;;;0;
CHU;13.04.2000 00:00;4.3;3.9;4.6;2;1.4;81.2;6.7;;;;;;;6.3;211;2.2;7.9;22.7;;;;;0;;-1;;;;;0;
CHU;13.04.2000 01:00;4.3;3.9;4.7;2.2;1.6;81.2;6.7;;;;;;;5.9;215;2.4;8.6;21.2;;;;;0;;0;;;;;0;
CHU;13.04.2000 02:00;4.5;4.3;4.7;2.8;2.5;79.7;6.7;;;;;;;8.5;224;2.8;10.1;30.6;;;;;0;;0;;;;;0;
CHU;13.04.2000 03:00;4.6;4.5;4.8;2.8;2.6;80.5;6.8;;;;;;;5.6;196;1.6;5.8;20.2;;;;;0;;1;;;;;0;
